COG20_FUNCTION	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_Ib.1	p_Ia.3.III	p_Ia.4.RS39	p_Ia.3.IV	p_Ia.4.1483	p_Ia.4.II	p_Ia.3.II	p_Ia.3.VI	p_Ia.3.V	p_Ia.3.I	p_Ia.1.I	N_Ib.1	N_Ia.3.III	N_Ia.4.RS39	N_Ia.3.IV	N_Ia.4.1483	N_Ia.4.II	N_Ia.3.II	N_Ia.3.VI	N_Ia.3.V	N_Ia.3.I	N_Ia.1.I
FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor) (Tig) (PDB:5OWI)	0	1	1	NA	COG0544	GC_00000578	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Dehydrogenase (flavoprotein) (FixC) (PDB:4OPU)	0	1	1	NA	COG0644	GC_00000721, GC_00002715	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Acetoin utilization deacetylase AcuC or a related deacetylase (AcuC) (PDB:1C3P)	0	1	1	NA	COG0123	GC_00000101, GC_00000990	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
N-acetylglutamate synthase or related acetyltransferase, GNAT family (ArgA) (PDB:2R98)	0	1	1	NA	COG1246	GC_00000335, GC_00000764	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase (HisA) (PDB:4U28)	0	1	1	NA	COG0106	GC_00000787	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Flp pilus assembly protein TadD, contains TPR repeats (TadD) (PDB:3WXX)	0	1	1	NA	COG5010	GC_00000030, GC_00000441, GC_00001077, GC_00001978, GC_00002126, GC_00002370, GC_00002811, GC_00002977, GC_00003031, GC_00003525, GC_00003526, GC_00003762, GC_00003779, GC_00004382, GC_00004644, GC_00004844, GC_00005035, GC_00005142, GC_00005760, GC_00005773, GC_00006319, GC_00006886, GC_00006926, GC_00007331, GC_00007420, GC_00007857, GC_00007986	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)	0	1	1	NA	COG2814	GC_00000516, GC_00000686, GC_00000771, GC_00000799, GC_00001072, GC_00001101	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Archaeal fructose-1,6-bisphosphatase or related enzyme, inositol monophosphatase family (SuhB) (PDB:1AWB)	0	1	1	NA	COG0483	GC_00000010, GC_00000544, GC_00004379	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Cytosine/uracil/thiamine/allantoin permease (FUI1) (PDB:2JLN)	0	1	1	NA	COG1953	GC_00000692, GC_00002056	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Ribosomal protein L33 (RpmG) (PDB:1VS6)	0	1	1	NA	COG0267	GC_00000161	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Coproporphyrinogen-III oxidase HemH, oxygen-dependent (HemF) (PDB:3E8J)	0	1	1	NA	COG0408	GC_00000435	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Molybdopterin or thiamine biosynthesis adenylyltransferase (ThiF) (PDB:1ZUD) (PUBMED:32239579)	0	1	1	NA	COG0476	GC_00000135	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Peptide methionine sulfoxide reductase MsrA (MsrA) (PDB:1FF3)	0	1	1	NA	COG0225	GC_00000736, GC_00001679	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Phosphopantetheine adenylyltransferase (CoaD) (PDB:3F3M)	0	1	1	NA	COG0669	GC_00000413	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Adenylylsulfate kinase or related kinase (CysC) (PDB:2GKS)!!!Nicotinamide mononucleotide adenylyltransferase (NadR) (PDB:1LW7)	0	1	1	NA	COG0529!!!COG1056	GC_00000224, GC_00001035	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
FxsA protein affecting phage T7 exclusion by the F plasmid, UPF0716 family (FxsA)	0	1	1	NA	COG3030	GC_00000547	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Uncharacterized conserved protein, heparinase superfamily	0	1	1	NA	COG5360	GC_00000793, GC_00003639	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase (ArgE) (PDB:1CG2)	0	1	1	NA	COG0624	GC_00000142, GC_00000663, GC_00001395, GC_00002856	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Uracil-DNA glycosylase (Udg4) (PDB:3IKB)	0	1	1	NA	COG1573	GC_00000646, GC_00000702	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Methionine aminopeptidase (Map) (PDB:3J2I)	0	1	1	NA	COG0024	GC_00000559	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
3-oxoacyl-(acyl-carrier-protein) synthase (FabB) (PDB:2UV8) (PUBMED:21652641)	0	1	1	NA	COG0304	GC_00000635	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
NADH:ubiquinone oxidoreductase subunit 2 (chain N) (NuoN) (PDB:4HE8)	0	1	1	NA	COG1007	GC_00000665	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
tRNA 5-hydroxyU34 O-methylase TrmR/YrrM (TrmR) (PDB:1H1D) (PUBMED:29982645)	0	1	1	NA	COG4122	GC_00000905, GC_00001377, GC_00001723, GC_00002080, GC_00002172, GC_00002203, GC_00002505, GC_00002573, GC_00003082, GC_00003095, GC_00003202, GC_00003683, GC_00004149, GC_00005146, GC_00005345, GC_00005637, GC_00005649, GC_00005704, GC_00005706, GC_00005930, GC_00006178, GC_00006942, GC_00007799, GC_00007922, GC_00008143, GC_00008227	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Malate/lactate dehydrogenase (Mdh) (PDB:4WLO)	0	1	1	NA	COG0039	GC_00000287	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
ATP phosphoribosyltransferase (HisG) (PDB:1H3D)	0	1	1	NA	COG0040	GC_00000942, GC_00002364	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Outer membrane lipoprotein-sorting protein (LolA) (PDB:1IWL)	0	1	1	NA	COG2834	GC_00000986, GC_00001612, GC_00002144, GC_00003897	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
FoF1-type ATP synthase, membrane subunit a (AtpB) (PUBMED:22931285)	0	1	1	NA	COG0356	GC_00000176	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
5-methylcytosine-specific restriction endonuclease McrA (McrA)	0	1	1	NA	COG1403	GC_00000236, GC_00002241, GC_00003688, GC_00003822, GC_00003827, GC_00005747	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Thiol-disulfide isomerase or thioredoxin (TrxA) (PDB:1XFL)	0	1	1	NA	COG0526	GC_00000029, GC_00000900, GC_00001054, GC_00001714, GC_00003809	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Isopropylmalate/homocitrate/citramalate synthases (LeuA) (PDB:4JN6)	0	1	1	NA	COG0119	GC_00000056, GC_00000634, GC_00004632, GC_00005566, GC_00005651, GC_00006919, GC_00007490, GC_00007730, GC_00008036, GC_00008126	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Queuine/archaeosine tRNA-ribosyltransferase (Tgt) (PDB:1XW8) (PUBMED:15805528)	0	1	1	NA	COG0343	GC_00000747	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Ribosomal protein S17 (RpsQ) (PDB:4V4H)	0	1	1	NA	COG0186	GC_00000172	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Phosphate starvation-inducible protein PhoH, predicted ATPase (PhoH) (PDB:3B85) (PUBMED:8444794;12762842)	0	1	1	NA	COG1702	GC_00000373	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
NAD-dependent DNA ligase (Lig) (PDB:5TT5)	0	1	1	NA	COG0272	GC_00000053, GC_00004002	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
tRNA-binding EMAP/Myf domain (EMAP) (PDB:1MKH)	0	1	1	NA	COG0073	GC_00000354	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
NADH:ubiquinone oxidoreductase subunit 4 (chain M) (NuoM) (PDB:6HUM)	0	1	1	NA	COG1008	GC_00000618	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Gamma-glutamylcysteine synthetase (Gsh2) (PDB:2GWD)	0	1	1	NA	COG3572	GC_00000802	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Phosphopantetheinyl transferase (holo-ACP synthase) (AcpS) (PDB:1F7L)	0	1	1	NA	COG0736	GC_00000367	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Protein thiol-disulfide isomerase DsbC (DsbG) (PDB:2HI7)	0	1	1	NA	COG1651	GC_00000023	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Thymidylate synthase ThyX, FAD-dependent family (ThyX) (PDB:1KQ4)	0	1	1	NA	COG1351	GC_00000450	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Translation elongation factor EF-4, membrane-bound GTPase (LepA) (PDB:3DEG)	0	1	1	NA	COG0481	GC_00000110	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Nicotinate-nucleotide pyrophosphorylase (NadC) (PDB:1O4U)	0	1	1	NA	COG0157	GC_00000120	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Ribosomal protein L27 (RpmA) (PDB:1VS6)	0	1	1	NA	COG0211	GC_00000154	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Ribosomal protein S14 (RpsN) (PDB:4V4H)	0	1	1	NA	COG0199	GC_00000177	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Electron transfer flavoprotein, alpha subunit FixB (FixB) (PDB:1EFP)	0	1	1	NA	COG2025	GC_00000792	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Preprotein translocase subunit SecF (SecF) (PDB:2FYH) (PUBMED:28830929)	0	1	1	NA	COG0341	GC_00000429	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Ribosomal protein S11 (RpsK) (PDB:4V4H)	0	1	1	NA	COG0100	GC_00000184	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ (ParA) (PDB:6NOO)	0	1	1	NA	COG1192	GC_00000678	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)	0	1	1	NA	COG1028	GC_00000005, GC_00000011, GC_00000020, GC_00000505, GC_00000606, GC_00000673, GC_00001138, GC_00001255, GC_00001793, GC_00001910, GC_00001947, GC_00002133, GC_00002252, GC_00002310, GC_00002751, GC_00003017, GC_00003032, GC_00003040, GC_00003145, GC_00003170, GC_00003215, GC_00003267, GC_00003285, GC_00003748, GC_00003776, GC_00003788, GC_00003887, GC_00003936, GC_00003993, GC_00004067, GC_00004216, GC_00004229, GC_00004275, GC_00004319, GC_00004412, GC_00004761, GC_00004765, GC_00004769, GC_00004819, GC_00005180, GC_00005190, GC_00005309, GC_00005440, GC_00005545, GC_00005591, GC_00005664, GC_00005705, GC_00005929, GC_00006032, GC_00006186, GC_00006187, GC_00006283, GC_00006288, GC_00006298, GC_00006511, GC_00006809, GC_00006954, GC_00006970, GC_00006992, GC_00007112, GC_00007139, GC_00007453, GC_00007471, GC_00007639, GC_00007647, GC_00007736, GC_00007752, GC_00007916, GC_00007940, GC_00008003, GC_00008072, GC_00008132, GC_00008137, GC_00008230, GC_00008232, GC_00008236	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Acyl-CoA thioesterase PaaI, contains HGG motif (PaaI) (PDB:1PSU)	0	1	1	NA	COG2050	GC_00000466	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Thiazole synthase ThiGH, ThiG subunit (thiamin biosynthesis) (ThiG) (PDB:1TYG)	0	1	1	NA	COG2022	GC_00000349	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Folylpolyglutamate synthase/Dihydropteroate synthase (FolC) (PDB:1W78)	0	1	1	NA	COG0285	GC_00000913, GC_00006794, GC_00007175	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
5-enolpyruvylshikimate-3-phosphate synthase (AroA) (PDB:4N3P)	0	1	1	NA	COG0128	GC_00000580	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Ribonucleotide reductase alpha subunit (NrdA) (PDB:1R1R)	0	1	1	NA	COG0209	GC_00000343, GC_00000457	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
TRAP-type mannitol/chloroaromatic compound transport system, large permease component (FcbT3)	0	1	1	NA	COG4664	GC_00000285, GC_00000812, GC_00001197, GC_00001975, GC_00002097, GC_00002725	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Mannose-6-phosphate isomerase, cupin superfamily (ManC) (PDB:1IPJ)!!!Mannose-1-phosphate guanylyltransferase (CpsB) (PDB:2QH5)	0	1	1	NA	COG0662!!!COG0836	GC_00000703	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Acetyl-CoA acetyltransferase (PaaJ) (PDB:1AFW)	0	1	1	NA	COG0183	GC_00001238, GC_00001351	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
DNA gyrase/topoisomerase IV, subunit A (GyrA) (PDB:1SUU)	0	1	1	NA	COG0188	GC_00000589	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
tRNA A37 threonylcarbamoyltransferase TsaD (TsaD) (PDB:3ENO) (PUBMED:23072323;21285948;32385138)	0	1	1	NA	COG0533	GC_00000507	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component (PotA) (PDB:1Z47)	0	1	1	NA	COG3842	GC_00000305, GC_00000822, GC_00001413, GC_00003374	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Ribosomal protein L13 (RplM) (PDB:1VS6)	0	1	1	NA	COG0102	GC_00000209	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase) (PurK) (PDB:1B6R)	0	1	1	NA	COG0026	GC_00000410	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
UDP-glucose 6-dehydrogenase (Ugd) (PDB:1DLI)	0	1	1	NA	COG1004	GC_00000596, GC_00002926, GC_00003882, GC_00004213, GC_00005350, GC_00005411, GC_00005585, GC_00006268, GC_00006397, GC_00006522	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Metal-sulfur cluster biosynthetic enzyme (PaaD) (PDB:1UWD)	0	1	1	NA	COG2151	GC_00000193	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Leucyl-tRNA synthetase (LeuS) (PDB:6LPF)	0	1	1	NA	COG0495	GC_00000067	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Aspartate kinase (MetL1) (PDB:2CDQ)	0	1	1	NA	COG0527	GC_00000582	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Glutaredoxin-related protein (GrxD) (PDB:1YKA)	0	1	1	NA	COG0278	GC_00000344	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Spermidine synthase (polyamine aminopropyltransferase) (SpeE) (PDB:6BQ2)!!!S-adenosylmethionine decarboxylase (SpeD) (PDB:1TLU)	0	1	1	NA	COG0421!!!COG1586	GC_00000794	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Uroporphyrinogen-III decarboxylase HemE (HemE) (PDB:2DG5)	0	1	1	NA	COG0407	GC_00000595	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Ribosomal protein L15 (RplO) (PDB:1VS6)	0	1	1	NA	COG0200	GC_00000208	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Uncharacterized conserved protein, DUF721 domain	0	1	1	NA	COG5389	GC_00000455	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
DNA-directed RNA polymerase, beta subunit/140 kD subunit (RpoB) (PDB:5UAJ)	0	1	1	NA	COG0085	GC_00000704	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Multidrug transporter EmrE and related cation transporters (EmrE) (PDB:2I68)	0	1	1	NA	COG2076	GC_00000036, GC_00000896, GC_00001096, GC_00002826	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Phosphoribosylformylglycinamidine (FGAM) synthase, PurS subunit (PurS) (PDB:1GTD)	0	1	1	NA	COG1828	GC_00000314	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Heme/copper-type cytochrome/quinol oxidase, subunit 2 (CyoA) (PDB:1CYW)	0	1	1	NA	COG1622	GC_00000315	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Glutamate 5-kinase (ProB) (PDB:2W21)	0	1	1	NA	COG0263	GC_00000323	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Ribosomal protein L25 (general stress protein Ctc) (RplY) (PDB:1B75)	0	1	1	NA	COG1825	GC_00000374	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Na+(or H+)/acetate symporter ActP (ActP)	0	1	1	NA	COG4147	GC_00000295	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Ribonuclease HII (RnhB) (PDB:1EKE)	0	1	1	NA	COG0164	GC_00000433	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Fe-S cluster biogenesis protein NfuA, 4Fe-4S-binding domain (NifU) (PDB:2Z51)	0	1	1	NA	COG0694	GC_00000508	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F) (NuoF) (PDB:2FUG)	0	1	1	NA	COG1894	GC_00000254	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G) (NuoG) (PDB:1C4A)	0	1	1	NA	COG1034	GC_00000533	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Regulator of PEP synthase PpsR, kinase-PPPase family (combines ADP:protein kinase and phosphorylase activities) (PpsR) (PDB:5D0N)	0	1	1	NA	COG1806	GC_00000518	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Thioredoxin reductase (TrxB) (PDB:3FBS)	0	1	1	NA	COG0492	GC_00000059, GC_00000281	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Pentose-5-phosphate-3-epimerase (Rpe) (PDB:1H1Y)	0	1	1	NA	COG0036	GC_00000698	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Cytochrome b6 maturation protein CCB3/Ycf19 and related maturases, YggT family (Ycf19)	0	1	1	NA	COG0762	GC_00000259	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Lipoprotein subunit MlaA of the ABC-type intermembrane phospholipid transporter Mla (MlaA) (PDB:5NUQ)	0	1	1	NA	COG2853	GC_00000536	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Regulator of protease activity HflC, stomatin/prohibitin superfamily (HflC)	0	1	1	NA	COG0330	GC_00000332, GC_00000340	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
NADPH:quinone reductase or related Zn-dependent oxidoreductase (Qor) (PDB:2VCY)	0	1	1	NA	COG0604	GC_00000532, GC_00000768, GC_00001511, GC_00003135, GC_00005256, GC_00007185	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains (AtoC) (PDB:1ZY2)	0	1	1	NA	COG2204	GC_00000643	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Phosphatidylserine decarboxylase (Psd) (PDB:6L06)	0	1	1	NA	COG0688	GC_00000039	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
3,4-dihydroxy-2-butanone 4-phosphate synthase (RibB) (PDB:1G57)!!!GTP cyclohydrolase II (RibA) (PDB:2BZ0)	0	1	1	NA	COG0108!!!COG0807	GC_00000539	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Uroporphyrinogen-III synthase (HemD) (PDB:1JR2)	0	1	1	NA	COG1587	GC_00000700	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Orotidine-5'-phosphate decarboxylase (PyrF) (PDB:1DBT)	0	1	1	NA	COG0284	GC_00001186, GC_00001416, GC_00002250	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Dihydroneopterin aldolase (FolB) (PDB:1B9L)	0	1	1	NA	COG1539	GC_00000317	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
NADH:ubiquinone oxidoreductase 24 kD subunit (chain E) (NuoE) (PDB:5XF9)	0	1	1	NA	COG1905	GC_00000483	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)	0	1	1	NA	COG1012	GC_00000003, GC_00000328, GC_00000788, GC_00001058, GC_00001379, GC_00001444, GC_00002169, GC_00002232, GC_00004047, GC_00004864, GC_00005559	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Succinate dehydrogenase/fumarate reductase, flavoprotein subunit (SdhA) (PDB:1KF6)	0	1	1	NA	COG1053	GC_00000226, GC_00000245, GC_00002760	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Translation initiation factor IF-3 (InfC) (PDB:2IFE)	0	1	1	NA	COG0290	GC_00000169	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase (PurE) (PDB:1D7A)	0	1	1	NA	COG0041	GC_00000276	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Periplasmic beta-glucosidase and related glycosidases (BglX) (PDB:2X40)	0	1	1	NA	COG1472	GC_00000781	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Cell shape-determining protein MreC (MreC) (PDB:2J5U)	0	1	1	NA	COG1792	GC_00001124, GC_00001538, GC_00002154, GC_00003979	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
3'->5' ssDNA/RNA exonuclease TatD (TatD) (PDB:1J6O) (PUBMED:10747959;25114049)	0	1	1	NA	COG0084	GC_00000577	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Phosphoglycerate dehydrogenase or related dehydrogenase (SerA) (PDB:3OET)	0	1	1	NA	COG0111	GC_00000361, GC_00001113, GC_00001139, GC_00001220, GC_00001355, GC_00002555, GC_00003520, GC_00004565, GC_00006648, GC_00007202, GC_00008080	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Heat shock protein HspQ (HspQ) (PDB:5YCQ)	0	1	1	NA	COG3785	GC_00000156	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family (TauE) (PUBMED:21183667;22797525)	0	1	1	NA	COG0730	GC_00000403, GC_00001010, GC_00001021, GC_00001141, GC_00001522, GC_00001540, GC_00004252, GC_00004854	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Histidyl-tRNA synthetase (HisS) (PDB:1KMM)	0	1	1	NA	COG0124	GC_00000745	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Ribosomal protein S12 (RpsL) (PDB:4V4H)	0	1	1	NA	COG0048	GC_00000173	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
2',3'- and 3',5'-cNMP phosphodiesterase YmdB, calcineurin family (YmdB) (PDB:2CV9) (PUBMED:24163345)	0	1	1	NA	COG1692	GC_00000627	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Transcriptional regulator NrdR, contains Zn-ribbon and ATP-cone domains (NrdR)	0	1	1	NA	COG1327	GC_00000180	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Biotin carboxyl carrier protein (AccB) (PDB:1A6X)	0	1	1	NA	COG0511	GC_00000447	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Tetraacyldisaccharide-1-P 4'-kinase (Lipid A 4'-kinase) (LpxK) (PDB:4EHW)	0	1	1	NA	COG1663	GC_00001210, GC_00001462, GC_00001893, GC_00002391, GC_00006416, GC_00007335	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component (AceF) (PDB:1B5S)	0	1	1	NA	COG0508	GC_00000422, GC_00000726	1	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	7	6	47	8	3	7
